# source=https://pfseform.financnasprava.sk/Formulare/eFormVzor/DP/form.621.prijimatelia_2026.html
# source_last_modified=Wed, 17 Jun 2026 06:44:32 GMT
# generated_at=2026-06-30T15:35:09.541Z
ico;obchMeno;pravnaForma;mesto;ulica;supisneCislo;orientacneCislo;psc;stat;iban;kodBanky;nazovBanky
42290821;KARATE KLUB ZENPO - GOJU RYU KARATE DO;Občianske združenie;Dunajská Streda;Ružový háj;1355;13;92901;SK;SK2775000000004016792258;7500;Československá obchodná banka, a.s.
45740283;Pokora, n.o.;Nezisková organizácia poskytujúca všeobecne prospešné služby;Trnava;Trstínska;;9;917 01;SK;SK9509000000005039345009;0900;Slovenská sporiteľňa, a.s.
001774741113;Dobrovoľný hasičský zbor Popudinské Močidľany;Občianske združenie;Popudinské Močidľany;;56;;90861;SK;SK1509000000005052549604;0900;Slovenská sporiteľňa, a.s.
51255049;KUDLOVČATÁ;Občianske združenie;Humenné;Kudlovská;218;11;06601;SK;SK9211110000001535174001;1111;UniCredit Bank Czech Republic and Slovakia, a.s.
52948587;VESELÁ STAROBA, o.z.;Občianske združenie;Bratislava - mestská časť Rača;Karpatské námestie;7770;10A;83106;SK;SK8583300000002802206149;8330;Fio banka a.s
53519311;Projekt Morgana;Občianske združenie;Bratislava - mestská časť Ružinov;Miletičova;99;5;82108;SK;SK1683300000002001969322;8330;Fio banka a.s
55107826;Bánovskí dychovkári;Občianske združenie;Bánov;Poľná;1634;17;94101;SK;SK7502000000004727540559;0200;Všeobecná úverová banka, a.s.
42181046;Daj mi ruku;Občianske združenie;Bratislava - mestská časť Rača;Alstrova;;240;83106;SK;SK6875000000004012290429;7500;Československá obchodná banka, a.s.
52893154;Občianske združenie Náš kostol;Občianske združenie;Trnava;Ulica Botanická;8547;52;91708;SK;SK9156000000006997247001;5600;Prima banka Slovensko, a.s.
42391407;Dominikánsky knižný inštitút;Účelové zariadenie cirkvi a náboženskej spoločnosti;Žilina;J. M. Hurbana;344;10;01001;SK;SK1002000000003479897756;0200;Všeobecná úverová banka, a.s.
42068169;"""""ENDURO TEAM DEVILS""""";Občianske združenie;Lietavská Svinná-Babkov;Lietavská Svinná;;211;01311;SK;SK5483300000002703382331;8330;Fio banka a.s
42339791;Občianske združenie HANUŠÁČIK;Občianske združenie;Hanušovce nad Topľou;Štúrova;341;5;09431;SK;SK5602000000003117588251;0200;Všeobecná úverová banka, a.s.
31942296;Atletický klub Michalovce;Občianske združenie;Michalovce;P. O. Hviezdoslava;140;7;07101;SK;SK0631000000004470011204;3100;Prima banka Slovensko, a.s. (bývalá Sberbank Slovensko, a.s.)
00416126;Slovenský Červený kríž, územný spolok Rimavská Sobota;Občianske združenie;Rimavská Sobota;Hurbanova;760;15;97901;SK;SK5102000000000002635392;0200;Všeobecná úverová banka, a.s.
42026377;KST DRIVE Trenčianske Jastrabie;Občianske združenie;Trenčianske Jastrabie;;448;;91322;SK;SK7609000000005165528092;0900;Slovenská sporiteľňa, a.s.
50029703;Lyžiarsky klub SpeedSki Team;Občianske združenie;Ždiar;;417;;05955;SK;SK9275000000004022529608;7500;Československá obchodná banka, a.s.
42148723;"""""Kraso Trenčín""""";Občianske združenie;Trenčín;Považská;1705;34;91101;SK;SK5709000000000275729140;0900;Slovenská sporiteľňa, a.s.
31749445;SOLIDARITA zamestnancov Železníc Slovenskej republiky n.f.;Neinvestičný fond;Bratislava - mestská časť Staré Mesto;Klemensova;2526;8;813 61;SK;SK7411000000002624726052;1100;Tatra banka, a.s.
52860663;Rodičovské združenie ŠKOLÁK;Občianske združenie;Martin;Družstevná;10101;11;03601;SK;SK2009000000005175913920;0900;Slovenská sporiteľňa, a.s.
53697898;Coburgovci na Slovensku;Občianske združenie;Polomka;Komenského;445;73;97666;SK;SK1383300000002601996244;8330;Fio banka a.s
42197112;BEDMINTONOVÝ KLUB KÚPELE SLIAČ;Občianske združenie;Sliač;Na Brázdach;632;4;96231;SK;SK1509000000005035207653;0900;Slovenská sporiteľňa, a.s.
42088666;Združenie rodičov pri MŠ G. Haina v Levoči;Občianske združenie;Levoča;Gašpara Haina;1237;36;05401;SK;SK3311110000006619632017;1111;UniCredit Bank Czech Republic and Slovakia, a.s.
52098338;Matej Koník - LSR racing;Občianske združenie;Častá;Ružová;804;1A;90089;SK;SK1475000000004027600135;7500;Československá obchodná banka, a.s.
50879405;Raj;Občianske združenie;Nové Mesto nad Váhom;Karpatská ulica;365;12;91501;SK;SK5409000000005171382923;0900;Slovenská sporiteľňa, a.s.
42425778;Občianske združenie Komočský Cesnačik- Polgári Társulás Kamocsai Fokhagymácska;Občianske združenie;Komoča;;142;;94121;SK;SK3975000000004029899070;7500;Československá obchodná banka, a.s.
42388121;"Občianske združenie """"VIA MAGNA""""";Občianske združenie;Bytča;Gymnázium, Štefánikova;219;4;01444;SK;SK2602000000003426628851;0200;Všeobecná úverová banka, a.s.
42289602;EKO Žitný ostrov o.z.;Občianske združenie;Kútniky;Töböréte;357;24;92901;SK;SK1811000000002942032005;1100;Tatra banka, a.s.
37949438;Rodičovské združenie Kalinovo;Občianske združenie;Kalinovo;ZŠ a MŠ, SNP;158;20;98501;SK;SK7209000000000341616217;0900;Slovenská sporiteľňa, a.s.
173196170557;SRRZ - RZ pri Materskej škole;Občianske združenie;Košice - mestská časť Západ;Šafárikova trieda;337;4;04011;SK;SK4802000000003403303253;0200;Všeobecná úverová banka, a.s.
45791546;Občianske združenie rodičov pri Materskej škole Družstevná pri Hornáde;Občianske združenie;Družstevná pri Hornáde;Okružná;464;37;04431;SK;SK1583300000002601085184;8330;Fio banka a.s
42218195;Lukostrelecký klub Varín;Občianske združenie;Varín;Juraja Jánošíka;;881;01303;SK;SK4902000000002977892857;0200;Všeobecná úverová banka, a.s.
42080541;OZ ÚSMEV pri Rehabilitačnom stredisku v Lipanoch;Občianske združenie;Lipany;Ul.kpt.Nálepku;;7;08271;SK;SK8902000000002398426456;0200;Všeobecná úverová banka, a.s.
42013755;Občianske združenie FS Selčan a Selčanka;Občianske združenie;Selec;;76;;91336;SK;SK0575000000004003081510;7500;Československá obchodná banka, a.s.
37830589;SPORT CLUB GULLIVER;Občianske združenie;Banská Bystrica;Bellušova;953;10;97401;SK;SK0311000000002942162352;1100;Tatra banka, a.s.
00677574;Kongregácia školských sestier de Notre Dame;Účelové zariadenie cirkvi a náboženskej spoločnosti;Nové Mesto nad Váhom;Klčové;87;5;91501;SK;SK0602000000000002539202;0200;Všeobecná úverová banka, a.s.
37997505;Folklórny súbor Šumiačan;Občianske združenie;Šumiac;Partizánska;;344;97671;SK;SK5011110000006625562000;1111;UniCredit Bank Czech Republic and Slovakia, a.s.
55898327;OZ GENŠENKY;Občianske združenie;Honce;;154;;04932;SK;SK3909000000005218953157;0900;Slovenská sporiteľňa, a.s.
42008913;Centrum národov Slovensko;Občianske združenie;Banská Bystrica;Kuzmányho;4031;3;97401;SK;SK2802000000002394822355;0200;Všeobecná úverová banka, a.s.
42140927;"""""Rodičia a priatelia ZŠ v Oslanoch""""";Občianske združenie;Oslany;ZŠ, Školská;56;9;97247;SK;SK6409000000000066512236;0900;Slovenská sporiteľňa, a.s.
42089875;PARKUR TEAM SLAVOJ PREŠOV;Občianske združenie;Prešov;Pod Wilec hôrkou;4074;24;08001;SK;SK7711110000001080815019;1111;UniCredit Bank Czech Republic and Slovakia, a.s.
53490452;Občianske združenie Zachráňme Mravca lesného;Občianske združenie;Lúčky;;523;;03482;SK;SK1583300000002102076347;8330;Fio banka a.s
42212871;Orientalico;Občianske združenie;Ružomberok;Žilinská cesta;1632;2;03401;SK;SK2602000000002752048559;0200;Všeobecná úverová banka, a.s.
356263560189;Združenie maďarských rodičov na Slovensku Základná škola s vyučovacím jazykom maďarským - Alapiskola Rohovce 106 - Nagyszarva 106 Szlovákiai Magyar Szülők Szövetsége;Občianske združenie;Rohovce;;106;;93030;SK;SK5575000000004030309189;7500;Československá obchodná banka, a.s.
42360935;Minimum;Občianske združenie;Spišská Nová Ves;Brezová;2019;10;05201;SK;SK2511000000002945461120;1100;Tatra banka, a.s.
35576227;Nadácia SEZ;Nadácia;Krompachy;Hornádska;585;1;05342;SK;SK9802000000002187171158;0200;Všeobecná úverová banka, a.s.
45793468;Stružielka;Občianske združenie;Čadca;Okružná;100;13;02204;SK;SK5209000000005078375673;0900;Slovenská sporiteľňa, a.s.
37936689;Kickbox Body gym Poprad;Občianske združenie;Poprad;Lukáš Body, L.Svobodu;2671;15;05801;SK;SK4175000000004029965867;7500;Československá obchodná banka, a.s.
45783586;Základná organizácia Slovenského zväzu chovateľov Beluša;Občianske združenie;Beluša;Farská;1045;6;01861;SK;SK8175000000004025211662;7500;Československá obchodná banka, a.s.
50025473;Horoklub Hriňová;Občianske združenie;Hriňová;Lúčna;2938;52;96205;SK;SK4983300000002900908953;8330;Fio banka a.s
42331731;Slovenská humanitná rada - Zväz zdravotne postihnutých Michalovce;Občianske združenie;Michalovce;Nám. osloboditeľov;986;77;07101;SK;SK6009000000005123200005;0900;Slovenská sporiteľňa, a.s.
42185416;Jazdecký klub Marianka;Občianske združenie;Marianka;Karpatská;;547;90033;SK;SK0711000000002944081716;1100;Tatra banka, a.s.
51249766;Nesslife;Občianske združenie;Košice - mestská časť Staré Mesto;Továrenská;3436;8;04001;SK;SK4611000000002941138713;1100;Tatra banka, a.s.
00415995;Slovenský Červený kríž, územný spolok Nové Zámky;Nezisková organizácia poskytujúca všeobecne prospešné služby;Nové Zámky;Žerotínova bašta;1236;1;94002;SK;SK6402000000000002738172;0200;Všeobecná úverová banka, a.s.
37820401;PLAVECKÝ KLUB BANSKÁ ŠTIAVNICA, o.z.;Občianske združenie;Banská Štiavnica;A. Bernoláka;;15;96901;SK;SK5102000000001153974855;0200;Všeobecná úverová banka, a.s.
56687214;OZ Andokovci;Občianske združenie;Stredné Plachtince;;44;;99124;SK;SK5156000000006172480001;5600;Prima banka Slovensko, a.s.
56157088;Roj Art;Občianske združenie;Košice - mestská časť Juh;Južná trieda;1545;9;04001;SK;SK9383300000002102887609;8330;Fio banka a.s
35564601;Gregoriana;Občianske združenie;Košice - mestská časť Sídlisko KVP;Klimkovičova;;20;04011;SK;SK1311000000002623064958;1100;Tatra banka, a.s.
52704327;Noemuška;Občianske združenie;Moravany nad Váhom;Piešťanská;366;84;92221;SK;SK3275000000004028571460;7500;Československá obchodná banka, a.s.
53200250;Základná škola Narnia, Mozartova 10, Trnava;Nezisková organizácia poskytujúca všeobecne prospešné služby;Trnava;Mozartova;10;;917 01;SK;SK9311000000002945089744;1100;Tatra banka, a.s.
42113784;Malý šéfkuchár bez čapice OZ;Občianske združenie;Nové Zámky;Pod kopcom;3584;34;94001;SK;SK8383300000002003309723;8330;Fio banka a.s
14224488;Horolezecký Alpin klub Prievidza;Občianske združenie;Prievidza;Dimitrovova;;6;97104;SK;SK2583300000002900336115;8330;Fio banka a.s
55968309;Združenie rodičov pri MŠ Fialová 12;Občianske združenie;Bratislava - mestská časť Petržalka;Fialová;4037;12;85107;SK;SK7683300000002202990945;8330;Fio banka a.s
54941580;Clearwater-Slovakia;Občianske združenie;Rovné;;102;;98267;SK;SK9875000000004034088408;7500;Československá obchodná banka, a.s.
53488857;Športový klub Lužany;Občianske združenie;Lužany;;5;;95607;SK;SK6611110000001651156011;1111;UniCredit Bank Czech Republic and Slovakia, a.s.
42001617;Škola permakultúry o.z.;Občianske združenie;Hrušov;;472;;99142;SK;SK3202000000002552141054;0200;Všeobecná úverová banka, a.s.
37976133;Občianske združenie Za potôčky;Občianske združenie;Liptovské Sliače;MŠ, Nižný Sliač, Na Majeri;543;1;03484;SK;SK5809000000000333229073;0900;Slovenská sporiteľňa, a.s.
37862219;SRRZ - RZ pri Gymnáziu Ľ. J. Šuleka;Občianske združenie;Komárno;Pohraničná;900;10;94501;SK;SK5011110000006626923007;1111;UniCredit Bank Czech Republic and Slovakia, a.s.
173196170331;SRRZ - RZ pri Materskej škole;Občianske združenie;Šajdíkove Humence;;206;;90607;SK;SK4656000000009214500001;5600;Prima banka Slovensko, a.s.
37838687;EMPA3K;Občianske združenie;Podbranč;;371;;90605;SK;SK9109000000005242128819;0900;Slovenská sporiteľňa, a.s.
52135837;PM klub;Občianske združenie;Veľké Dvorníky;Jasná ulica;510;42;92901;SK;SK5511000000002949078874;1100;Tatra banka, a.s.
126649790032;Slovenský zväz telesne postihnutých, Základná organizácia č. 54 rodičov zdravotne postihnutých detí Liptovský Mikuláš;Občianske združenie;Liptovský Mikuláš;Garbiarska;4727;5;03101;SK;SK4409000000000056717924;0900;Slovenská sporiteľňa, a.s.
50700375;DEŤÚRKOVO n.o.;Nezisková organizácia poskytujúca všeobecne prospešné služby;Prešov;Čapajevova;4917;11;08001;SK;SK7311000000002946038279;1100;Tatra banka, a.s.
55968911;Stanica Svet;Občianske združenie;Východná;;798;;03232;SK;SK6583300000002203039158;8330;Fio banka a.s
55081576;ALEX Active, o.z.;Občianske združenie;Námestovo;Plátennícka;889;2;02901;SK;SK5609000000005204797544;0900;Slovenská sporiteľňa, a.s.
42174392;Komisia pre mládež Bratislavskej arcidiecézy;Občianske združenie;Bratislava - mestská časť Staré Mesto;Špitálska;2182;7;81108;SK;SK6811000000002924828640;1100;Tatra banka, a.s.
53287657;Owls - Montessori centrum;Občianske združenie;Malacky;Pavla Blahu;1219;18;90101;SK;SK0602000000005068446458;0200;Všeobecná úverová banka, a.s.
55798187;21x3;Občianske združenie;Bratislava - mestská časť Petržalka;Fedinova;3818;16A;85101;SK;SK8509000000005222248098;0900;Slovenská sporiteľňa, a.s.
36119610;Sociálne služby Myjava, n. o.;Nezisková organizácia poskytujúca všeobecne prospešné služby;Myjava;Nám. M. R. Štefánika;560;4;90701;SK;SK6609000000005171613955;0900;Slovenská sporiteľňa, a.s.
173196170280;SRRZ - RZ pri Gymnáziu Jozefa Lettricha;Občianske združenie;Martin;Jozefa Lettricha;;2;03601;SK;SK1711000000002946013776;1100;Tatra banka, a.s.
52901084;Klub úradníkov dobrej vôle;Občianske združenie;Bratislava - mestská časť Karlova Ves;Ulica Rudolfa Mocka;3706;1A;84104;SK;SK9783300000002501809931;8330;Fio banka a.s
42221307;1. KŠK Žilina;Občianske združenie;Žilina;Rajecká;2806;17;01001;SK;SK9883300000002501444805;8330;Fio banka a.s
14223970;Športový klub Univerzita Mateja Bela Banská Bystrica;Občianske združenie;Banská Bystrica;Tajovského;3767;40;97401;SK;SK7509000000000050190818;0900;Slovenská sporiteľňa, a.s.
42146020;Našim deťom n.f.;Neinvestičný fond;Bánovce nad Bebravou;5. apríla;793;12;95701;SK;SK2309000000000264237386;0900;Slovenská sporiteľňa, a.s.
36131555;Spolok priateľov a rodičov ZUŠ IWK;Občianske združenie;Považská Bystrica;ZUŠ IWK, Jesenského;246;10;01701;SK;SK5309000000000362298414;0900;Slovenská sporiteľňa, a.s.
42412986;ŠPORTOVÝ KLUB POLICAJTOV K-9;Občianske združenie;Bratislava - mestská časť Karlova Ves;Matejkova;18;;84105;SK;SK1575000000004020866862;7500;Československá obchodná banka, a.s.
42122473;Obecná telovýchovná jednota Palárikovo;Občianske združenie;Palárikovo;Petra Jilemnického;123;3;94111;SK;SK4802000000002570542054;0200;Všeobecná úverová banka, a.s.
54093279;Hrou k zdraviu;Občianske združenie;Košice - mestská časť Staré Mesto;Tatranská;1231;10;04001;SK;SK3711110000001733837005;1111;UniCredit Bank Czech Republic and Slovakia, a.s.
53500571;Sebko;Občianske združenie;Terchová;Biely Potok;1486;;01306;SK;SK4209000000005184716080;0900;Slovenská sporiteľňa, a.s.
37881965;Občianske združenie Dôstojnosť;Občianske združenie;Prešov;Duchnovičovo námestie;3951;1;08001;SK;SK6031000000004340044200;3100;Prima banka Slovensko, a.s. (bývalá Sberbank Slovensko, a.s.)
42383463;Rodinné centrum RUKA v RUKE;Občianske združenie;Ptičie;;186;;06741;SK;SK6109000000005081616378;0900;Slovenská sporiteľňa, a.s.
31745661;Slovenský paralympijský výbor;Občianske združenie;Bratislava - mestská časť Staré Mesto;Benediktiho;3055;5;81105;SK;SK9375000000000202123383;7500;Československá obchodná banka, a.s.
52000958;Futbalový klub MFK Detva - mládež;Občianske združenie;Detva;M. R. Štefánika;913;57;96212;SK;SK9402000000004039960955;0200;Všeobecná úverová banka, a.s.
50103768;NURTURE;Občianske združenie;Bratislava - mestská časť Rača;Strelkova;7439;1;83106;SK;SK7483300000002701120610;8330;Fio banka a.s
001783220835;Základná organizácia Slovenského zväzu chovateľov Raková;Občianske združenie;Zákopčie;U Holých;509;;02311;SK;SK4775000000004030391880;7500;Československá obchodná banka, a.s.
52050050;IB kids;Občianske združenie;Radošina;Hečkova;632;45;95605;SK;SK7609000000005165744887;0900;Slovenská sporiteľňa, a.s.
52093476;MATEA 7;Občianske združenie;Lučenec;Rúbanisko I;2185;19;98403;SK;SK9302000000004099070057;0200;Všeobecná úverová banka, a.s.
54151236;Rodičovské združenie SŠ Jána Bottu;Občianske združenie;Trnava;Ulica Jána Bottu;2778;31;91787;SK;SK8311110000001450411004;1111;UniCredit Bank Czech Republic and Slovakia, a.s.
56443251;SENIOR HARMÓNIA n.o;Občianske združenie;Zlaté Moravce;Hviezdoslavova;2111;86;95301;SK;SK7109000000005230873299;0900;Slovenská sporiteľňa, a.s.
45783845;Biele Albatrosy - virtuálny akrobatický tím;Občianske združenie;Piešťany;Orviský kút;4962;80;92101;SK;SK4383300000002701083629;8330;Fio banka a.s
37878069;Občianske združenie Tobiáš;Občianske združenie;Prešov;Solivarská;1452;60;08005;SK;SK5275000000004017705160;7500;Československá obchodná banka, a.s.
31955916;Laura, združenie mladých;Občianske združenie;Bratislava - mestská časť Ružinov;Miletičova;7;;82108;SK;SK3302000000001341961955;0200;Všeobecná úverová banka, a.s.
48459437;Kynologický klub Gbely;Občianske združenie;Gbely;Štefánikova;381;37;90845;SK;SK1609000000000037239373;0900;Slovenská sporiteľňa, a.s.
37947249;Futbalový klub 05 Levoča;Občianske združenie;Levoča;Športovcov;977;9;05401;SK;SK1811110000006625775006;1111;UniCredit Bank Czech Republic and Slovakia, a.s.
42273757;Občianske združenie ŠK Odema;Občianske združenie;Púchov;Nábr.slobody;795;2;02001;SK;SK8709000000005027013058;0900;Slovenská sporiteľňa, a.s.
001774743612;Dobrovoľný hasičský zbor Ivachnová;Občianske združenie;Ivachnová;;6;;03483;SK;SK4975000000004034638019;7500;Československá obchodná banka, a.s.
31809499;Občianske združenie Amálka;Občianske združenie;Bratislava - mestská časť Nové Mesto;Šuňavcova;1661;13;83102;SK;SK9809000000000179619638;0900;Slovenská sporiteľňa, a.s.
